index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024570.1,1,1450,1,1373,94.6897,0.946897,15.8,8.0,562,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0.9468965517241379,0.22423976466513518,0.23681548344096578,0.01
1,NR_024815.1,1,1490,7,1446,97.047,6.47584,17.8,9.86,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella shahii,6.475838926174497,1.3127230270957042,0.2027108830316716,0.06
2,NR_025230.1,1,1411,52,1411,100.0,48.8214,18.4,1.85,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,48.82140326009922,5.413385621297012,0.11088140159464173,0.44
3,NR_025514.1,1,1518,569,1504,99.0777,533.044,19.3,33.5,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,533.0441370223979,90.22508832426928,0.16926382274509125,4.81
4,NR_025518.1,1,1494,343,1463,97.925,317.01,19.6,42.0,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,317.0100401606426,69.10438163999285,0.21798799055378404,2.9
5,NR_025525.1,1,1475,3,1438,97.4915,2.63322,15.6,29.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,2.6332203389830506,0.6579743972092894,0.2498744170658347,0.03
6,NR_025567.1,1,1498,45,1469,98.0641,41.8798,20.1,7.76,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,41.879839786381844,7.706410694702586,0.18401242063033144,0.38
7,NR_025796.1,1,1435,3,1355,94.4251,2.68223,18.5,5.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,2.6822299651567945,0.7619417996153253,0.2840702734341366,0.03
8,NR_025981.1,1,1477,16,1456,98.5782,14.6588,19.8,3.62,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,14.658767772511847,3.4238024367894457,0.23356686523199907,0.14
9,NR_026075.1,1,1468,2,1229,83.7193,1.55109,17.6,6.0,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,1.5510899182561309,0.7569695497651496,0.4880242859267631,0.02
10,NR_026100.1,1,1499,30,1469,97.9987,28.4129,20.6,2.4,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,28.41294196130754,5.454364553189167,0.19196760971168936,0.25
11,NR_026106.1,1,1489,1,1306,87.7099,0.877099,18.3,1.0,29322,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,[Eubacterium] cellulosolvens,0.8770987239758227,0.32832385288889127,0.3743294157362627,0.01
12,NR_026312.1,1,1482,1,1082,73.0094,0.730094,20.6,1.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,0.7300944669365722,0.44391050481507394,0.6080179003104802,0.01
13,NR_026331.1,1,1488,50,1488,100.0,47.916,19.2,9.8,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,47.91599462365591,6.201830468600443,0.12943132073770264,0.42
14,NR_026409.1,1,1495,6,1459,97.592,5.68227,20.6,2.5,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,5.682274247491639,1.0377749118174295,0.18263372491666358,0.05
15,NR_026476.1,1,1463,4,1424,97.3342,3.4566,16.5,9.75,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,3.456596035543404,0.8846661569964858,0.2559356511144668,0.03
16,NR_026493.1,1,1488,12,1462,98.2527,11.3831,19.6,5.75,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,11.383064516129032,1.8523548703556239,0.16272901446978205,0.1
17,NR_026494.1,1,1499,1,1421,94.7965,0.947965,21.2,0.0,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,0.9479653102068045,0.222097007749591,0.2342881172530872,0.01
18,NR_027549.1,1,1473,39,1457,98.9138,37.4338,20.3,3.05,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,37.43380855397149,4.20808038002286,0.11241389916165528,0.33
19,NR_027579.1,1,1402,2,1319,94.0799,1.8174,17.5,1.0,471875,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,1.8174037089871613,0.5173559393443059,0.28466759299871147,0.02
