index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024570.1,1,1450,2,1422,98.069,1.87172,18.4,3.5,562,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1.8717241379310345,0.38786834742551857,0.20722516719491596,0.01
1,NR_024640.1,1,1422,6,1422,100.0,5.8038,19.8,27.7,61645,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,5.80379746835443,0.4686061968231311,0.08074130763146643,0.03
2,NR_025127.1,1,1453,2,1315,90.5024,1.7137,18.2,1.0,140626,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnobacterium,Lachnobacterium bovis,1.7136958017894013,0.6279219124305077,0.3664138709885653,0.01
3,NR_025230.1,1,1411,1,1353,95.8894,0.958894,18.9,5.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,0.9588944011339475,0.19853445194201488,0.2070451675463289,0.01
4,NR_025514.1,1,1518,64,1493,98.3531,59.6377,18.2,21.8,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,59.63768115942029,10.28630735478743,0.17248000181782083,0.34
5,NR_025525.1,1,1475,3,1440,97.6271,2.87593,21.2,58.7,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,2.8759322033898305,0.5091006315363781,0.17702108239419087,0.02
6,NR_025567.1,1,1498,39,1459,97.3965,36.6929,19.1,17.1,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,36.692923898531376,6.515911765598569,0.1775795187000447,0.21
7,NR_025569.1,1,1494,1,1438,96.2517,0.962517,19.8,1.0,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.9625167336010709,0.1899428101797892,0.19733974854562245,0.01
9,NR_025862.1,1,1406,1,1333,94.808,0.94808,16.7,32.0,46124,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,0.9480796586059744,0.2218662199244248,0.23401643301856057,0.01
10,NR_025863.1,1,1411,1,1302,92.275,0.92275,21.7,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,0.9227498228206945,0.2669879909379295,0.289339520133194,0.01
11,NR_025981.1,1,1477,5,1451,98.2397,4.51659,17.6,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,4.516587677725118,0.9849385746670392,0.2180713948108555,0.03
12,NR_026100.1,1,1499,67,1457,97.1981,62.7512,19.9,2.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,62.75116744496331,12.096349507968393,0.19276692371624235,0.35
