index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,7,1408,99.7874,6.61375,17.7,2.86,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,6.613749114103473,0.8454209286226022,0.12782778935774664,0.05
1,NR_025423.1,1,1468,1,1414,96.3215,0.963215,18.4,25.0,249188,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus pittmaniae,0.9632152588555858,0.18823289819623015,0.1954214247185756,0.01
2,NR_025514.1,1,1518,1412,1508,99.3412,1320.75,18.6,30.8,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,1320.7509881422925,224.82317729662185,0.1702237433968138,9.15
3,NR_025518.1,1,1494,123,1462,97.8581,112.961,18.7,31.9,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,112.9611780455154,24.329781172299818,0.2153817939336347,0.8
4,NR_025796.1,1,1435,3,1342,93.5192,2.63136,16.0,2.33,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,2.6313588850174217,0.8196152960815762,0.31147985960727276,0.02
5,NR_025981.1,1,1477,3,1444,97.7657,2.73731,17.3,4.67,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,2.7373053486797563,0.6320670730971031,0.23090850036221153,0.02
6,NR_026075.1,1,1468,14,1419,96.6621,11.156,16.8,10.2,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,11.15599455040872,3.974825176348168,0.3562950087854376,0.09
7,NR_026331.1,1,1488,9,1488,100.0,8.47379,18.3,4.44,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,8.473790322580646,1.1201291875920416,0.13218750346077862,0.06
8,NR_026476.1,1,1463,298,1454,99.3848,279.779,19.1,13.8,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,279.77853725222144,47.2071846402724,0.16873054346450794,1.93
9,NR_026494.1,1,1499,2,1430,95.3969,1.80187,15.4,0.0,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,1.8018679119412941,0.5009362614042844,0.2780094246001564,0.01
10,NR_027579.1,1,1402,1,1270,90.5849,0.905849,16.0,2.0,471875,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,0.905848787446505,0.29203897296114617,0.3223926299933283,0.01
11,NR_028682.1,1,1538,1,1445,93.9532,0.939532,18.3,27.0,137732,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,0.9395318595578673,0.2383521437570969,0.25369245473938756,0.01
12,NR_028736.1,1,1544,2,1456,94.3005,1.81541,17.6,60.0,1338,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,1.8154145077720207,0.5142988679674825,0.2832955590944677,0.01
13,NR_028785.1,1,1529,1,1366,89.3394,0.893394,15.1,5.0,29347,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,0.8933943754087639,0.3086111880615309,0.34543668121967847,0.01
14,NR_028862.1,1,1537,88,1534,99.8048,82.1412,18.9,59.1,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,82.14118412491867,14.261850031717085,0.1736260583975506,0.57
15,NR_029097.1,1,1374,356,1326,96.5066,326.953,19.3,1.13,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,326.9534206695779,71.36963777211288,0.21828686675292408,2.31
16,NR_029207.1,1,1426,15,1398,98.0365,13.8506,19.0,2.8,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,13.85063113604488,2.4045866107436638,0.17360845055543844,0.1
17,NR_036800.1,1,1481,13,1451,97.9743,12.1958,19.9,51.6,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,12.195813639432815,1.9937806819052248,0.16348074354454867,0.08
18,NR_040877.1,1,1494,60,1494,100.0,54.407,17.4,0.817,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,54.40696117804551,9.402019479007349,0.17280912727765588,0.39
