index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,7,1404,99.5039,6.7073,20.5,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,6.707299787384834,0.8869935093369683,0.13224300947532355,0.05
1,NR_025514.1,1,1518,187,1495,98.4848,175.063,18.9,37.1,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,175.06258234519103,29.957513334540938,0.1711245940350078,1.21
2,NR_025518.1,1,1494,9202,1489,99.6653,8448.45,18.7,39.8,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,8448.453145917001,1844.645032881978,0.21834115678009824,59.39
3,NR_025525.1,1,1475,1,1242,84.2034,0.842034,16.6,1.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.8420338983050848,0.36470921623976665,0.4331289001237164,0.01
4,NR_025796.1,1,1435,3,1342,93.5192,2.58606,19.0,1.67,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,2.586062717770035,0.8196715813622947,0.31695734822282207,0.02
5,NR_025903.1,1,1537,1,1456,94.73,0.9473,21.4,22.0,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,0.9472999349381913,0.22343403546525772,0.23586408826243208,0.01
6,NR_025981.1,1,1477,7,1448,98.0366,6.36899,19.3,4.29,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,6.368991198375085,1.5055527547772947,0.2363879471463872,0.05
7,NR_026075.1,1,1468,89,1440,98.0926,72.3522,17.4,6.08,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,72.35217983651226,23.12460211049577,0.31961168499343573,0.57
8,NR_026100.1,1,1499,40,1469,97.9987,37.3095,19.4,2.23,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,37.309539693128755,7.248122002972368,0.1942699390715679,0.26
9,NR_026312.1,1,1482,1,1006,67.8812,0.678812,19.3,51.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,0.6788124156545209,0.4669326718144656,0.6878670175238947,0.01
10,NR_026409.1,1,1495,16,1472,98.4615,15.186,19.6,1.25,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,15.185953177257526,2.6365459588494797,0.17361741657401983,0.1
11,NR_026476.1,1,1463,62,1454,99.3848,55.8934,17.1,4.85,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,55.89336978810663,10.175337939270722,0.182049104891076,0.4
12,NR_026493.1,1,1488,16,1452,97.5806,15.2224,19.8,3.44,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,15.22244623655914,2.5330304929653487,0.1664010142392141,0.1
13,NR_026494.1,1,1499,2,1451,96.7979,1.8519,15.8,0.0,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,1.8519012675116744,0.4361286427807297,0.2355031828272024,0.01
14,NR_027579.1,1,1402,1,1226,87.4465,0.874465,15.7,1.0,471875,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,0.8744650499286734,0.331324503141432,0.3788882164798431,0.01
15,NR_028664.1,1,1520,1,1385,91.1184,0.911184,17.2,0.0,28037,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0.9111842105263158,0.2844776705013086,0.31220654091118344,0.01
16,NR_028726.1,1,1502,1,1397,93.0093,0.930093,20.1,1.0,94868,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora algidixylanolytica,0.9300932090545939,0.2549898655341439,0.2741551739672757,0.01
17,NR_028740.1,1,1533,1,1194,77.8865,0.778865,19.2,1.0,100134,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna xylanovorans,0.7788649706457925,0.41501123857881417,0.5328410625974223,0.01
18,NR_028862.1,1,1537,42,1516,98.6337,39.1945,18.2,59.3,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,39.194534808067665,6.90114386586574,0.1760741363473265,0.27
19,NR_029097.1,1,1374,289,1326,96.5066,263.914,18.9,2.03,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,263.9141193595342,58.64110035390251,0.22219766224032467,1.87
20,NR_029207.1,1,1426,2,1367,95.8626,1.83801,19.9,5.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,1.838008415147265,0.46743904350859133,0.2543182281736937,0.01
21,NR_036777.1,1,1418,1,1360,95.9097,0.959097,19.4,7.0,33039,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,0.9590973201692524,0.1980647636845349,0.20651164331225771,0.01
22,NR_036928.1,1,1431,4,1425,99.5807,3.63941,17.8,7.75,154046,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi,3.639412997903564,0.6299851400409644,0.17310075564489633,0.03
23,NR_037068.1,1,1441,1,1227,85.1492,0.851492,14.4,1.0,29375,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanolytica,0.8514920194309508,0.35560281252592996,0.4176231889566952,0.01
24,NR_040866.1,1,1425,5,1408,98.807,4.69123,19.5,10.8,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,4.6912280701754385,0.7512050440188988,0.16012972142512052,0.03
25,NR_041277.1,1,1490,415,1489,99.9329,388.389,18.8,57.3,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,388.38859060402683,64.88173032702163,0.16705364651962804,2.68
26,NR_041342.1,1,1488,24,1485,99.7984,22.6485,19.1,6.88,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,22.648521505376344,3.734931800714675,0.16490841575809134,0.15
27,NR_041343.1,1,1492,12,1455,97.5201,11.2916,18.7,56.5,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,11.291554959785524,1.9730376942567442,0.1747356941788486,0.08
28,NR_041351.1,1,1493,33,1473,98.6604,30.7636,18.6,51.3,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,30.763563295378432,5.177074627959455,0.16828592248080704,0.21
29,NR_041446.1,1,1456,2,1420,97.5275,1.80151,17.6,19.0,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,1.801510989010989,0.4566636321803659,0.25348922930027173,0.01
30,NR_041590.1,1,1342,233,1308,97.4665,214.599,19.7,9.85,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,214.59910581222056,46.551401961012374,0.2169226278218791,1.5
31,NR_042007.1,1,1454,1,1320,90.784,0.90784,17.9,13.0,622312,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,0.9078404401650619,0.2892510594033604,0.3186144245246106,0.01
32,NR_042152.1,1,1456,8,1441,98.9698,6.44918,16.3,0.375,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,6.449175824175824,1.9966040899894795,0.30959058093979575,0.05
33,NR_042499.1,1,1368,1,1309,95.6871,0.956871,15.2,18.0,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,0.9568713450292398,0.2031466812211653,0.2123030251417526,0.01
34,NR_042745.1,1,1493,61,1476,98.8614,56.8359,19.5,0.0328,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,56.83590087073007,9.841094985379986,0.1731492742195286,0.39
35,NR_042832.1,1,1456,3,1453,99.794,2.7294,16.8,1.0,301302,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,2.7293956043956045,0.5366907837324194,0.19663356344096694,0.02
36,NR_042927.1,1,1471,4,1468,99.7961,3.89123,20.3,1.0,655813,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,3.891230455472468,0.3837246995630958,0.0986126892133672,0.03
37,NR_043656.1,1,1540,1,1344,87.2727,0.872727,14.1,1.0,349094,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,0.8727272727272727,0.3332782323604256,0.3818813079129877,0.01
38,NR_043657.1,1,1553,97,1515,97.5531,87.4102,18.1,10.2,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,87.41017385705086,19.734615961049418,0.22577024035352083,0.63
39,NR_044049.1,1,1440,3,1419,98.5417,2.64792,15.8,4.33,33043,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,2.6479166666666667,0.6944690967846571,0.2622699972121443,0.02
