index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024640.1,1,1422,1,1385,97.398,0.97398,21.5,28.0,61645,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,0.9739803094233473,0.15919380100665848,0.1634466317916739,0.0
1,NR_024896.1,1,1504,4,1463,97.2739,3.71875,16.6,4.75,85401,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia glucosida,3.71875,0.7692698467212062,0.20686247979057648,0.01
2,NR_024898.1,1,1504,4,1466,97.4734,3.6742,20.1,3.25,85403,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia ruminalis,3.6742021276595747,0.7642089510379605,0.20799317089415356,0.01
3,NR_024899.1,1,1504,1,1328,88.2979,0.882979,17.6,1.0,85402,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia granulomatis,0.8829787234042553,0.3214456368029378,0.3640468657768211,0.0
4,NR_025127.1,1,1453,2,1319,90.7777,1.68961,16.1,1.0,140626,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnobacterium,Lachnobacterium bovis,1.6896077081899519,0.6312645173318117,0.373616025940172,0.01
5,NR_025230.1,1,1411,6,1404,99.5039,5.47768,18.0,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,5.477675407512402,1.048114900342867,0.19134301001213422,0.02
6,NR_025514.1,1,1518,1539,1509,99.4071,1440.42,18.9,35.0,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,1440.4150197628458,244.55676684938487,0.16978215548574982,5.23
7,NR_025518.1,1,1494,5843,1471,98.4605,5371.02,18.9,39.8,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,5371.020080321285,1171.4680224297044,0.2181090379315114,19.86
8,NR_025525.1,1,1475,6,1453,98.5085,5.49627,19.5,43.8,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,5.496271186440678,0.980048249080481,0.1783114798808079,0.02
9,NR_025567.1,1,1498,44,1496,99.8665,41.0267,19.1,6.55,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,41.026702269692926,7.353960083611851,0.17924814027873592,0.15
