index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,2,1394,98.7952,1.94401,26.1,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,1.9440113394755492,0.27739919963708476,0.14269422919720257,0.02
1,NR_025514.1,1,1518,18,1486,97.892,16.7846,32.6,26.9,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,16.784584980237153,3.165250979079672,0.1885808307328758,0.15
2,NR_025518.1,1,1494,1,1416,94.7791,0.947791,36.0,54.0,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,0.9477911646586346,0.22244791042773104,0.2347013970190891,0.01
3,NR_025525.1,1,1475,3,1461,99.0508,2.90712,31.4,56.3,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,2.9071186440677965,0.4184517502407138,0.1439403758407306,0.02
4,NR_025567.1,1,1498,4,1458,97.3298,3.83645,32.8,19.0,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,3.836448598130841,0.6985250083409613,0.18207594614490344,0.03
5,NR_025569.1,1,1494,3,1464,97.992,2.53414,27.2,0.667,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,2.534136546184739,0.6430344708899614,0.25374894334643483,0.02
6,NR_025862.1,1,1406,2,1403,99.7866,1.96871,35.4,32.5,46124,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,1.968705547652916,0.18596380002419277,0.09445993599494763,0.02
7,NR_025981.1,1,1477,2,1392,94.2451,1.82938,31.0,4.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.8293838862559242,0.5065613757928559,0.2769027209644886,0.02
8,NR_026100.1,1,1499,11,1446,96.4643,10.5537,38.2,2.27,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,10.553702468312208,2.039049561996496,0.19320703498310665,0.09
9,NR_026312.1,1,1482,1,1342,90.5533,0.905533,10.6,26.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,0.9055330634278003,0.29247723751920135,0.3229890208669571,0.01
10,NR_026330.1,1,1474,7,1440,97.6934,6.77069,35.8,11.7,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,6.770691994572592,1.086020049667846,0.1604001556323051,0.06
11,NR_026331.1,1,1488,3479,1488,100.0,3387.96,37.3,12.0,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,3387.96438172043,420.6531971905208,0.12416104474419251,28.11
12,NR_026332.1,1,1487,9,1471,98.924,8.66241,31.9,7.44,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,8.66240753194351,1.1760123716220994,0.1357604531171541,0.07
13,NR_026409.1,1,1495,1,1362,91.1037,0.911037,40.2,7.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9110367892976589,0.2846906353287228,0.3124908221853455,0.01
14,NR_026493.1,1,1488,4,1454,97.7151,3.87097,34.8,0.75,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,3.870967741935484,0.6335309219501002,0.16366215483710922,0.03
15,NR_027549.1,1,1473,118,1473,100.0,112.286,33.8,5.95,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,112.28649015614393,16.478155243849468,0.14675100469286367,0.95
16,NR_028862.1,1,1537,12,1514,98.5036,11.5452,34.2,58.7,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,11.545217957059206,1.9370555887547687,0.1677799064477926,0.1
17,NR_028915.1,1,1456,1,1429,98.1456,0.981456,35.4,21.0,105841,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,0.9814560439560439,0.13490766374893595,0.1374566538967465,0.01
18,NR_029097.1,1,1374,90,1324,96.361,84.1667,34.3,1.02,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,84.16666666666667,18.653252744300296,0.22162280488277578,0.73
19,NR_029207.1,1,1426,1,1367,95.8626,0.958626,29.9,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.958625525946704,0.1991547813890224,0.20775034254626623,0.01
20,NR_029356.1,1,1550,10,1461,94.2581,9.22968,35.6,45.0,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,9.22967741935484,2.388444606407525,0.258778773936227,0.08
21,NR_036800.1,1,1481,1128,1472,99.3923,1079.35,35.3,55.8,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,1079.352464550979,162.47881909122114,0.15053360642374952,9.11
22,NR_040866.1,1,1425,46,1425,100.0,44.647,33.3,10.3,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,44.64701754385965,5.099669739878549,0.11422195748839918,0.37
23,NR_040877.1,1,1494,5,1475,98.7282,4.37416,27.1,0.6,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,4.374163319946453,0.8688583286595593,0.19863417643724277,0.04
24,NR_041313.1,1,1485,1,1460,98.3165,0.983165,37.0,28.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,0.9831649831649831,0.12865301801038947,0.1308559806475537,0.01
25,NR_041342.1,1,1488,234,1488,100.0,224.347,34.1,45.3,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,224.34744623655914,36.679476351411616,0.16349406675543612,1.89
26,NR_041343.1,1,1492,47,1474,98.7936,45.313,35.1,50.1,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,45.31300268096515,7.242025648113078,0.1598222412913561,0.38
27,NR_041351.1,1,1493,1,1432,95.9143,0.959143,36.0,60.0,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,0.9591426657736102,0.19795962332329992,0.20639226090899915,0.01
28,NR_041590.1,1,1342,283,1315,97.9881,266.432,34.4,30.6,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,266.4321907600596,55.39477161541756,0.20791320845049216,2.29
29,NR_041627.1,1,1481,1,1396,94.2606,0.942606,25.4,0.0,762982,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,0.9426063470627954,0.23259325342693649,0.2467554500897514,0.01
30,NR_041668.1,1,1484,8,1454,97.9784,7.70889,34.9,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,7.708894878706199,1.176546005804411,0.15262187697672605,0.06
31,NR_042499.1,1,1368,10,1368,100.0,9.93056,35.9,16.0,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,9.930555555555555,0.30155878871943365,0.030366759143775138,0.08
32,NR_042745.1,1,1493,2,1452,97.2539,1.92096,33.4,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,1.9209645010046885,0.3573679655089015,0.1860356947366771,0.02
33,NR_043224.1,1,1455,16,1443,99.1753,15.3698,32.6,0.0625,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,15.369759450171822,2.2455866476952857,0.14610421555232486,0.13
34,NR_043318.1,1,1440,3,1434,99.5833,2.96875,34.8,8.33,328813,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,2.96875,0.2466353442950859,0.08307716860466051,0.02
35,NR_043657.1,1,1553,21,1507,97.038,19.3335,33.7,9.48,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,19.33354797166774,4.295823916715322,0.222195321986974,0.17
36,NR_044270.1,1,1454,1,1372,94.3604,0.943604,29.0,1.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,0.9436038514442916,0.2306851165198838,0.24447241940226752,0.01
37,NR_044473.1,1,1399,9,1396,99.7856,8.52752,30.9,32.9,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,8.527519656897784,1.1006173110950361,0.12906652290209183,0.07
38,NR_044688.3,1,1456,10,1427,98.0082,9.67857,36.4,1.0,852,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,9.678571428571429,1.4505520521122175,0.1498725367496018,0.08
39,NR_074515.1,1,1510,323,1493,98.8742,305.687,34.5,26.6,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,305.6867549668874,61.18570600451613,0.20015818484233602,2.61
40,NR_074902.1,1,1542,2119,1510,97.9248,1994.64,37.5,0.785,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,1994.642671854734,444.4903843266797,0.22284211132080456,17.12
41,NR_102980.1,1,1552,107,1506,97.0361,100.281,36.1,1.53,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,100.28092783505154,21.862968200145282,0.21801721097063326,0.86
43,NR_104826.1,1,1530,40,1489,97.3203,37.2641,32.1,1.5,624,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,37.2640522875817,7.961891376922903,0.21366144818276286,0.32
44,NR_104901.1,1,1515,614,1494,98.6139,584.832,37.1,1.34,621,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,584.8316831683169,106.92317367523331,0.18282725911150816,4.96
45,NR_104940.1,1,1478,1,820,55.4804,0.554804,29.3,1.0,565,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,0.5548037889039242,0.4969874693810457,0.8957896094453482,0.01
46,NR_112143.1,1,1397,14,1397,100.0,13.7094,32.5,5.79,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,13.709377236936293,1.0159808101449472,0.07410845821702648,0.11
47,NR_112901.1,1,1469,16,1457,99.1831,15.4466,34.6,0.0625,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,15.446562287270252,2.2785971254575585,0.14751483748169553,0.13
48,NR_112938.1,1,1478,1,1450,98.1055,0.981055,39.2,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.9810554803788903,0.1363291047334903,0.13896166675593014,0.01
49,NR_112940.1,1,1459,8,1459,100.0,7.82248,31.8,11.6,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,7.822481151473612,0.6201011537415589,0.07927167119153022,0.06
50,NR_112943.1,1,1476,19,1449,98.1707,18.4973,34.2,60.0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,18.49728997289973,2.564214481627003,0.13862649530735682,0.15
51,NR_112944.1,1,1461,123,1460,99.9316,119.715,34.6,45.5,818,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,119.71526351813826,10.861316975858164,0.09072625041010371,0.99
52,NR_112945.1,1,1477,174,1477,100.0,168.509,34.4,37.9,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,168.50914014895056,22.428991639168498,0.1331025226248428,1.41
